,date,weightclass,fighter,rank
18040,2016-02-29,Heavyweight,Cain Velasquez,1
18041,2016-02-29,Heavyweight,Stipe Miocic,2
18042,2016-02-29,Heavyweight,Alistair Overeem,3
18043,2016-02-29,Heavyweight,Ben Rothwell,4
18044,2016-02-29,Heavyweight,Junior Dos Santos,5
18045,2016-02-29,Heavyweight,Andrei Arlovski,6
18046,2016-02-29,Heavyweight,Travis Browne,7
18047,2016-02-29,Heavyweight,Josh Barnett,8
18048,2016-02-29,Heavyweight,Mark Hunt,9
18049,2016-02-29,Heavyweight,Frank Mir,10
18050,2016-02-29,Heavyweight,Roy Nelson,11
18051,2016-02-29,Heavyweight,Antonio Silva,12
18052,2016-02-29,Heavyweight,Matt Mitrione,13
18053,2016-02-29,Heavyweight,Aleksei Oleinik,14
18054,2016-02-29,Heavyweight,Ruslan Magomedov,14
18214,2016-03-07,Heavyweight,Fabricio Werdum,0
18215,2016-03-07,Heavyweight,Cain Velasquez,1
18216,2016-03-07,Heavyweight,Stipe Miocic,2
18217,2016-03-07,Heavyweight,Alistair Overeem,3
18218,2016-03-07,Heavyweight,Ben Rothwell,4
18219,2016-03-07,Heavyweight,Junior Dos Santos,5
18220,2016-03-07,Heavyweight,Andrei Arlovski,6
18221,2016-03-07,Heavyweight,Travis Browne,7
18222,2016-03-07,Heavyweight,Josh Barnett,8
18223,2016-03-07,Heavyweight,Mark Hunt,9
18224,2016-03-07,Heavyweight,Frank Mir,10
18225,2016-03-07,Heavyweight,Roy Nelson,11
18226,2016-03-07,Heavyweight,Antonio Silva,12
18227,2016-03-07,Heavyweight,Matt Mitrione,13
18228,2016-03-07,Heavyweight,Ruslan Magomedov,14
18229,2016-03-07,Heavyweight,Aleksei Oleinik,15
18389,2016-03-21,Heavyweight,Fabricio Werdum,0
18390,2016-03-21,Heavyweight,Cain Velasquez,1
18391,2016-03-21,Heavyweight,Stipe Miocic,2
18392,2016-03-21,Heavyweight,Alistair Overeem,3
18393,2016-03-21,Heavyweight,Ben Rothwell,4
18394,2016-03-21,Heavyweight,Junior Dos Santos,5
18395,2016-03-21,Heavyweight,Andrei Arlovski,6
18396,2016-03-21,Heavyweight,Travis Browne,7
18397,2016-03-21,Heavyweight,Mark Hunt,8
18398,2016-03-21,Heavyweight,Josh Barnett,9
18399,2016-03-21,Heavyweight,Frank Mir,10
18400,2016-03-21,Heavyweight,Roy Nelson,11
18401,2016-03-21,Heavyweight,Antonio Silva,12
18402,2016-03-21,Heavyweight,Ruslan Magomedov,13
18403,2016-03-21,Heavyweight,Aleksei Oleinik,14
18404,2016-03-21,Heavyweight,Jared Rosholt,15
18405,2016-03-21,Heavyweight,Stefan Struve,15
18565,2016-04-12,Heavyweight,Fabricio Werdum,0
18566,2016-04-12,Heavyweight,Cain Velasquez,1
18567,2016-04-12,Heavyweight,Stipe Miocic,2
18568,2016-04-12,Heavyweight,Alistair Overeem,3
18569,2016-04-12,Heavyweight,Junior Dos Santos,4
18570,2016-04-12,Heavyweight,Andrei Arlovski,5
18571,2016-04-12,Heavyweight,Ben Rothwell,6
18572,2016-04-12,Heavyweight,Travis Browne,7
18573,2016-04-12,Heavyweight,Mark Hunt,8
18574,2016-04-12,Heavyweight,Josh Barnett,9
18575,2016-04-12,Heavyweight,Roy Nelson,10
18576,2016-04-12,Heavyweight,Frank Mir,11
18577,2016-04-12,Heavyweight,Antonio Silva,12
18578,2016-04-12,Heavyweight,Derrick Lewis,13
18579,2016-04-12,Heavyweight,Ruslan Magomedov,14
18580,2016-04-12,Heavyweight,Aleksei Oleinik,15
18740,2016-04-18,Heavyweight,Fabricio Werdum,0
18741,2016-04-18,Heavyweight,Cain Velasquez,1
18742,2016-04-18,Heavyweight,Stipe Miocic,2
18743,2016-04-18,Heavyweight,Alistair Overeem,3
18744,2016-04-18,Heavyweight,Junior Dos Santos,4
18745,2016-04-18,Heavyweight,Andrei Arlovski,5
18746,2016-04-18,Heavyweight,Ben Rothwell,6
18747,2016-04-18,Heavyweight,Travis Browne,7
18748,2016-04-18,Heavyweight,Mark Hunt,8
18749,2016-04-18,Heavyweight,Josh Barnett,9
18750,2016-04-18,Heavyweight,Roy Nelson,10
18751,2016-04-18,Heavyweight,Frank Mir,11
18752,2016-04-18,Heavyweight,Antonio Silva,12
18753,2016-04-18,Heavyweight,Derrick Lewis,13
18754,2016-04-18,Heavyweight,Ruslan Magomedov,14
18755,2016-04-18,Heavyweight,Aleksei Oleinik,15
18915,2016-04-25,Heavyweight,Fabricio Werdum,0
18916,2016-04-25,Heavyweight,Cain Velasquez,1
18917,2016-04-25,Heavyweight,Stipe Miocic,2
18918,2016-04-25,Heavyweight,Alistair Overeem,3
18919,2016-04-25,Heavyweight,Junior Dos Santos,4
18920,2016-04-25,Heavyweight,Andrei Arlovski,5
18921,2016-04-25,Heavyweight,Ben Rothwell,6
18922,2016-04-25,Heavyweight,Travis Browne,7
18923,2016-04-25,Heavyweight,Mark Hunt,8
18924,2016-04-25,Heavyweight,Josh Barnett,9
18925,2016-04-25,Heavyweight,Roy Nelson,10
18926,2016-04-25,Heavyweight,Frank Mir,11
18927,2016-04-25,Heavyweight,Antonio Silva,12
18928,2016-04-25,Heavyweight,Derrick Lewis,13
18929,2016-04-25,Heavyweight,Ruslan Magomedov,14
18930,2016-04-25,Heavyweight,Aleksei Oleinik,15
19090,2016-05-10,Heavyweight,Fabricio Werdum,0
19091,2016-05-10,Heavyweight,Cain Velasquez,1
19092,2016-05-10,Heavyweight,Alistair Overeem,2
19093,2016-05-10,Heavyweight,Stipe Miocic,3
19094,2016-05-10,Heavyweight,Junior Dos Santos,4
19095,2016-05-10,Heavyweight,Ben Rothwell,5
19096,2016-05-10,Heavyweight,Andrei Arlovski,6
19097,2016-05-10,Heavyweight,Travis Browne,7
19098,2016-05-10,Heavyweight,Mark Hunt,8
19099,2016-05-10,Heavyweight,Josh Barnett,9
19100,2016-05-10,Heavyweight,Roy Nelson,10
19101,2016-05-10,Heavyweight,Frank Mir,11
19102,2016-05-10,Heavyweight,Derrick Lewis,12
19103,2016-05-10,Heavyweight,Stefan Struve,13
19104,2016-05-10,Heavyweight,Ruslan Magomedov,14
19105,2016-05-10,Heavyweight,Aleksei Oleinik,15
19265,2016-05-16,Heavyweight,Stipe Miocic,0
19266,2016-05-16,Heavyweight,Fabricio Werdum,1
19267,2016-05-16,Heavyweight,Cain Velasquez,2
19268,2016-05-16,Heavyweight,Alistair Overeem,3
19269,2016-05-16,Heavyweight,Junior Dos Santos,4
19270,2016-05-16,Heavyweight,Ben Rothwell,5
19271,2016-05-16,Heavyweight,Andrei Arlovski,6
19272,2016-05-16,Heavyweight,Travis Browne,7
19273,2016-05-16,Heavyweight,Mark Hunt,8
19274,2016-05-16,Heavyweight,Josh Barnett,9
19275,2016-05-16,Heavyweight,Roy Nelson,10
19276,2016-05-16,Heavyweight,Derrick Lewis,11
19277,2016-05-16,Heavyweight,Frank Mir,12
19278,2016-05-16,Heavyweight,Stefan Struve,13
19279,2016-05-16,Heavyweight,Ruslan Magomedov,14
19280,2016-05-16,Heavyweight,Aleksei Oleinik,15
19440,2016-05-31,Heavyweight,Stipe Miocic,0
19441,2016-05-31,Heavyweight,Fabricio Werdum,1
19442,2016-05-31,Heavyweight,Cain Velasquez,2
19443,2016-05-31,Heavyweight,Alistair Overeem,3
19444,2016-05-31,Heavyweight,Junior Dos Santos,4
19445,2016-05-31,Heavyweight,Ben Rothwell,5
19446,2016-05-31,Heavyweight,Andrei Arlovski,6
19447,2016-05-31,Heavyweight,Travis Browne,7
19448,2016-05-31,Heavyweight,Mark Hunt,8
19449,2016-05-31,Heavyweight,Josh Barnett,9
19450,2016-05-31,Heavyweight,Roy Nelson,10
19451,2016-05-31,Heavyweight,Derrick Lewis,11
19452,2016-05-31,Heavyweight,Frank Mir,12
19453,2016-05-31,Heavyweight,Stefan Struve,13
19454,2016-05-31,Heavyweight,Ruslan Magomedov,14
19455,2016-05-31,Heavyweight,Aleksei Oleinik,15
19615,2016-06-06,Heavyweight,Stipe Miocic,0
19616,2016-06-06,Heavyweight,Fabricio Werdum,1
19617,2016-06-06,Heavyweight,Cain Velasquez,2
19618,2016-06-06,Heavyweight,Alistair Overeem,3
19619,2016-06-06,Heavyweight,Junior Dos Santos,4
19620,2016-06-06,Heavyweight,Ben Rothwell,5
19621,2016-06-06,Heavyweight,Andrei Arlovski,6
19622,2016-06-06,Heavyweight,Travis Browne,7
19623,2016-06-06,Heavyweight,Mark Hunt,8
19624,2016-06-06,Heavyweight,Josh Barnett,9
19625,2016-06-06,Heavyweight,Roy Nelson,10
19626,2016-06-06,Heavyweight,Derrick Lewis,11
19627,2016-06-06,Heavyweight,Frank Mir,12
19628,2016-06-06,Heavyweight,Stefan Struve,13
19629,2016-06-06,Heavyweight,Ruslan Magomedov,14
19630,2016-06-06,Heavyweight,Aleksei Oleinik,15
19790,2016-06-20,Heavyweight,Stipe Miocic,0
19791,2016-06-20,Heavyweight,Fabricio Werdum,1
19792,2016-06-20,Heavyweight,Cain Velasquez,2
19793,2016-06-20,Heavyweight,Alistair Overeem,3
19794,2016-06-20,Heavyweight,Junior Dos Santos,4
19795,2016-06-20,Heavyweight,Ben Rothwell,5
19796,2016-06-20,Heavyweight,Andrei Arlovski,6
19797,2016-06-20,Heavyweight,Travis Browne,7
19798,2016-06-20,Heavyweight,Mark Hunt,8
19799,2016-06-20,Heavyweight,Josh Barnett,9
19800,2016-06-20,Heavyweight,Roy Nelson,10
19801,2016-06-20,Heavyweight,Frank Mir,11
19802,2016-06-20,Heavyweight,Derrick Lewis,12
19803,2016-06-20,Heavyweight,Stefan Struve,13
19804,2016-06-20,Heavyweight,Ruslan Magomedov,14
19805,2016-06-20,Heavyweight,Aleksei Oleinik,15
19965,2016-07-11,Heavyweight,Stipe Miocic,0
19966,2016-07-11,Heavyweight,Fabricio Werdum,1
19967,2016-07-11,Heavyweight,Cain Velasquez,2
19968,2016-07-11,Heavyweight,Alistair Overeem,3
19969,2016-07-11,Heavyweight,Junior Dos Santos,4
19970,2016-07-11,Heavyweight,Ben Rothwell,5
19971,2016-07-11,Heavyweight,Andrei Arlovski,6
19972,2016-07-11,Heavyweight,Travis Browne,7
19973,2016-07-11,Heavyweight,Brock Lesnar,8
19974,2016-07-11,Heavyweight,Mark Hunt,9
19975,2016-07-11,Heavyweight,Josh Barnett,10
19976,2016-07-11,Heavyweight,Derrick Lewis,11
19977,2016-07-11,Heavyweight,Roy Nelson,12
19978,2016-07-11,Heavyweight,Frank Mir,13
19979,2016-07-11,Heavyweight,Stefan Struve,14
19980,2016-07-11,Heavyweight,Ruslan Magomedov,15
20141,2016-07-15,Heavyweight,Stipe Miocic,0
20142,2016-07-15,Heavyweight,Fabricio Werdum,1
20143,2016-07-15,Heavyweight,Cain Velasquez,2
20144,2016-07-15,Heavyweight,Alistair Overeem,3
20145,2016-07-15,Heavyweight,Junior Dos Santos,4
20146,2016-07-15,Heavyweight,Ben Rothwell,5
20147,2016-07-15,Heavyweight,Andrei Arlovski,6
20148,2016-07-15,Heavyweight,Travis Browne,7
20149,2016-07-15,Heavyweight,Brock Lesnar,8
20150,2016-07-15,Heavyweight,Mark Hunt,9
20151,2016-07-15,Heavyweight,Josh Barnett,10
20152,2016-07-15,Heavyweight,Derrick Lewis,11
20153,2016-07-15,Heavyweight,Roy Nelson,12
20154,2016-07-15,Heavyweight,Frank Mir,13
20155,2016-07-15,Heavyweight,Stefan Struve,14
20156,2016-07-15,Heavyweight,Ruslan Magomedov,15
20316,2016-07-27,Heavyweight,Stipe Miocic,0
20317,2016-07-27,Heavyweight,Fabricio Werdum,1
20318,2016-07-27,Heavyweight,Cain Velasquez,2
20319,2016-07-27,Heavyweight,Alistair Overeem,3
20320,2016-07-27,Heavyweight,Junior Dos Santos,4
20321,2016-07-27,Heavyweight,Ben Rothwell,5
20322,2016-07-27,Heavyweight,Andrei Arlovski,6
20323,2016-07-27,Heavyweight,Travis Browne,7
20324,2016-07-27,Heavyweight,Brock Lesnar,8
20325,2016-07-27,Heavyweight,Mark Hunt,9
20326,2016-07-27,Heavyweight,Josh Barnett,10
20327,2016-07-27,Heavyweight,Derrick Lewis,11
20328,2016-07-27,Heavyweight,Roy Nelson,12
20329,2016-07-27,Heavyweight,Frank Mir,13
20330,2016-07-27,Heavyweight,Stefan Struve,14
20331,2016-07-27,Heavyweight,Ruslan Magomedov,15
20491,2016-08-03,Heavyweight,Stipe Miocic,0
20492,2016-08-03,Heavyweight,Fabricio Werdum,1
20493,2016-08-03,Heavyweight,Cain Velasquez,2
20494,2016-08-03,Heavyweight,Alistair Overeem,3
20495,2016-08-03,Heavyweight,Junior Dos Santos,4
20496,2016-08-03,Heavyweight,Ben Rothwell,5
20497,2016-08-03,Heavyweight,Andrei Arlovski,6
20498,2016-08-03,Heavyweight,Travis Browne,7
20499,2016-08-03,Heavyweight,Brock Lesnar,8
20500,2016-08-03,Heavyweight,Mark Hunt,9
20501,2016-08-03,Heavyweight,Josh Barnett,10
20502,2016-08-03,Heavyweight,Derrick Lewis,11
20503,2016-08-03,Heavyweight,Roy Nelson,12
20504,2016-08-03,Heavyweight,Frank Mir,13
20505,2016-08-03,Heavyweight,Stefan Struve,14
20506,2016-08-03,Heavyweight,Ruslan Magomedov,15
20666,2016-08-09,Heavyweight,Stipe Miocic,0
20667,2016-08-09,Heavyweight,Fabricio Werdum,1
20668,2016-08-09,Heavyweight,Cain Velasquez,2
20669,2016-08-09,Heavyweight,Alistair Overeem,3
20670,2016-08-09,Heavyweight,Junior Dos Santos,4
20671,2016-08-09,Heavyweight,Ben Rothwell,5
20672,2016-08-09,Heavyweight,Andrei Arlovski,6
20673,2016-08-09,Heavyweight,Travis Browne,7
20674,2016-08-09,Heavyweight,Mark Hunt,8
20675,2016-08-09,Heavyweight,Josh Barnett,9
20676,2016-08-09,Heavyweight,Derrick Lewis,10
20677,2016-08-09,Heavyweight,Roy Nelson,11
20678,2016-08-09,Heavyweight,Ruslan Magomedov,12
20679,2016-08-09,Heavyweight,Stefan Struve,13
20680,2016-08-09,Heavyweight,Francis Ngannou,14
20681,2016-08-09,Heavyweight,Antonio Silva,15
20841,2016-08-24,Heavyweight,Stipe Miocic,0
20842,2016-08-24,Heavyweight,Fabricio Werdum,1
20843,2016-08-24,Heavyweight,Cain Velasquez,2
20844,2016-08-24,Heavyweight,Alistair Overeem,3
20845,2016-08-24,Heavyweight,Junior Dos Santos,4
20846,2016-08-24,Heavyweight,Ben Rothwell,5
20847,2016-08-24,Heavyweight,Andrei Arlovski,6
20848,2016-08-24,Heavyweight,Travis Browne,7
20849,2016-08-24,Heavyweight,Mark Hunt,8
20850,2016-08-24,Heavyweight,Josh Barnett,9
20851,2016-08-24,Heavyweight,Derrick Lewis,10
20852,2016-08-24,Heavyweight,Roy Nelson,11
20853,2016-08-24,Heavyweight,Ruslan Magomedov,12
20854,2016-08-24,Heavyweight,Stefan Struve,13
20855,2016-08-24,Heavyweight,Francis Ngannou,14
20856,2016-08-24,Heavyweight,Antonio Silva,15
21016,2016-08-31,Heavyweight,Stipe Miocic,0
21017,2016-08-31,Heavyweight,Fabricio Werdum,1
21018,2016-08-31,Heavyweight,Cain Velasquez,2
21019,2016-08-31,Heavyweight,Alistair Overeem,3
21020,2016-08-31,Heavyweight,Junior Dos Santos,4
21021,2016-08-31,Heavyweight,Ben Rothwell,5
21022,2016-08-31,Heavyweight,Andrei Arlovski,6
21023,2016-08-31,Heavyweight,Travis Browne,7
21024,2016-08-31,Heavyweight,Mark Hunt,8
21025,2016-08-31,Heavyweight,Josh Barnett,9
21026,2016-08-31,Heavyweight,Derrick Lewis,10
21027,2016-08-31,Heavyweight,Roy Nelson,11
21028,2016-08-31,Heavyweight,Ruslan Magomedov,12
21029,2016-08-31,Heavyweight,Stefan Struve,13
21030,2016-08-31,Heavyweight,Francis Ngannou,14
21031,2016-08-31,Heavyweight,Antonio Silva,15
21191,2016-09-05,Heavyweight,Stipe Miocic,0
21192,2016-09-05,Heavyweight,Fabricio Werdum,1
21193,2016-09-05,Heavyweight,Cain Velasquez,2
21194,2016-09-05,Heavyweight,Alistair Overeem,3
21195,2016-09-05,Heavyweight,Junior Dos Santos,4
21196,2016-09-05,Heavyweight,Ben Rothwell,5
21197,2016-09-05,Heavyweight,Travis Browne,6
21198,2016-09-05,Heavyweight,Josh Barnett,7
21199,2016-09-05,Heavyweight,Mark Hunt,8
21200,2016-09-05,Heavyweight,Andrei Arlovski,9
21201,2016-09-05,Heavyweight,Derrick Lewis,10
21202,2016-09-05,Heavyweight,Roy Nelson,11
21203,2016-09-05,Heavyweight,Ruslan Magomedov,12
21204,2016-09-05,Heavyweight,Stefan Struve,13
21205,2016-09-05,Heavyweight,Francis Ngannou,14
21206,2016-09-05,Heavyweight,Antonio Silva,15
21366,2016-09-14,Heavyweight,Stipe Miocic,0
21367,2016-09-14,Heavyweight,Fabricio Werdum,1
21368,2016-09-14,Heavyweight,Cain Velasquez,2
21369,2016-09-14,Heavyweight,Alistair Overeem,3
21370,2016-09-14,Heavyweight,Junior Dos Santos,4
21371,2016-09-14,Heavyweight,Ben Rothwell,5
21372,2016-09-14,Heavyweight,Josh Barnett,6
21373,2016-09-14,Heavyweight,Mark Hunt,7
21374,2016-09-14,Heavyweight,Andrei Arlovski,8
21375,2016-09-14,Heavyweight,Travis Browne,9
21376,2016-09-14,Heavyweight,Derrick Lewis,10
21377,2016-09-14,Heavyweight,Roy Nelson,11
21378,2016-09-14,Heavyweight,Ruslan Magomedov,12
21379,2016-09-14,Heavyweight,Stefan Struve,13
21380,2016-09-14,Heavyweight,Francis Ngannou,14
21381,2016-09-14,Heavyweight,Antonio Silva,15
21541,2016-09-21,Heavyweight,Stipe Miocic,0
21542,2016-09-21,Heavyweight,Fabricio Werdum,1
21543,2016-09-21,Heavyweight,Cain Velasquez,2
21544,2016-09-21,Heavyweight,Alistair Overeem,3
21545,2016-09-21,Heavyweight,Junior Dos Santos,4
21546,2016-09-21,Heavyweight,Ben Rothwell,5
21547,2016-09-21,Heavyweight,Josh Barnett,6
21548,2016-09-21,Heavyweight,Mark Hunt,7
21549,2016-09-21,Heavyweight,Andrei Arlovski,8
21550,2016-09-21,Heavyweight,Travis Browne,9
21551,2016-09-21,Heavyweight,Derrick Lewis,10
21552,2016-09-21,Heavyweight,Roy Nelson,11
21553,2016-09-21,Heavyweight,Ruslan Magomedov,12
21554,2016-09-21,Heavyweight,Stefan Struve,13
21555,2016-09-21,Heavyweight,Francis Ngannou,14
21556,2016-09-21,Heavyweight,Antonio Silva,15
21716,2016-09-26,Heavyweight,Stipe Miocic,0
21717,2016-09-26,Heavyweight,Fabricio Werdum,1
21718,2016-09-26,Heavyweight,Cain Velasquez,2
21719,2016-09-26,Heavyweight,Alistair Overeem,3
21720,2016-09-26,Heavyweight,Junior Dos Santos,4
21721,2016-09-26,Heavyweight,Ben Rothwell,5
21722,2016-09-26,Heavyweight,Josh Barnett,6
21723,2016-09-26,Heavyweight,Mark Hunt,7
21724,2016-09-26,Heavyweight,Andrei Arlovski,8
21725,2016-09-26,Heavyweight,Travis Browne,9
21726,2016-09-26,Heavyweight,Derrick Lewis,10
21727,2016-09-26,Heavyweight,Roy Nelson,11
21728,2016-09-26,Heavyweight,Stefan Struve,12
21729,2016-09-26,Heavyweight,Francis Ngannou,13
21730,2016-09-26,Heavyweight,Daniel Omielanczuk,14
21731,2016-09-26,Heavyweight,Antonio Silva,15
21891,2016-10-05,Heavyweight,Stipe Miocic,0
21892,2016-10-05,Heavyweight,Fabricio Werdum,1
21893,2016-10-05,Heavyweight,Cain Velasquez,2
21894,2016-10-05,Heavyweight,Alistair Overeem,3
21895,2016-10-05,Heavyweight,Junior Dos Santos,4
21896,2016-10-05,Heavyweight,Ben Rothwell,5
21897,2016-10-05,Heavyweight,Josh Barnett,6
21898,2016-10-05,Heavyweight,Mark Hunt,7
21899,2016-10-05,Heavyweight,Andrei Arlovski,8
21900,2016-10-05,Heavyweight,Travis Browne,9
21901,2016-10-05,Heavyweight,Derrick Lewis,10
21902,2016-10-05,Heavyweight,Roy Nelson,11
21903,2016-10-05,Heavyweight,Stefan Struve,12
21904,2016-10-05,Heavyweight,Francis Ngannou,13
21905,2016-10-05,Heavyweight,Daniel Omielanczuk,14
21906,2016-10-05,Heavyweight,Antonio Silva,15
22067,2016-10-12,Heavyweight,Stipe Miocic,0
22068,2016-10-12,Heavyweight,Fabricio Werdum,1
22069,2016-10-12,Heavyweight,Cain Velasquez,2
22070,2016-10-12,Heavyweight,Alistair Overeem,3
22071,2016-10-12,Heavyweight,Junior Dos Santos,4
22072,2016-10-12,Heavyweight,Ben Rothwell,5
22073,2016-10-12,Heavyweight,Josh Barnett,6
22074,2016-10-12,Heavyweight,Mark Hunt,7
22075,2016-10-12,Heavyweight,Andrei Arlovski,8
22076,2016-10-12,Heavyweight,Travis Browne,9
22077,2016-10-12,Heavyweight,Derrick Lewis,10
22078,2016-10-12,Heavyweight,Roy Nelson,11
22079,2016-10-12,Heavyweight,Stefan Struve,12
22080,2016-10-12,Heavyweight,Francis Ngannou,13
22081,2016-10-12,Heavyweight,Antonio Silva,14
22082,2016-10-12,Heavyweight,Daniel Omielanczuk,15
22083,2016-10-12,Heavyweight,Tim Johnson,15
22243,2016-11-07,Heavyweight,Stipe Miocic,0
22244,2016-11-07,Heavyweight,Fabricio Werdum,1
22245,2016-11-07,Heavyweight,Cain Velasquez,2
22246,2016-11-07,Heavyweight,Alistair Overeem,3
22247,2016-11-07,Heavyweight,Junior Dos Santos,4
22248,2016-11-07,Heavyweight,Ben Rothwell,5
22249,2016-11-07,Heavyweight,Josh Barnett,6
22250,2016-11-07,Heavyweight,Mark Hunt,7
22251,2016-11-07,Heavyweight,Andrei Arlovski,8
22252,2016-11-07,Heavyweight,Travis Browne,9
22253,2016-11-07,Heavyweight,Derrick Lewis,10
22254,2016-11-07,Heavyweight,Roy Nelson,11
22255,2016-11-07,Heavyweight,Stefan Struve,12
22256,2016-11-07,Heavyweight,Francis Ngannou,13
22257,2016-11-07,Heavyweight,Daniel Omielanczuk,14
22258,2016-11-07,Heavyweight,Tim Johnson,15
22418,2016-11-16,Heavyweight,Stipe Miocic,0
22419,2016-11-16,Heavyweight,Fabricio Werdum,1
22420,2016-11-16,Heavyweight,Cain Velasquez,2
22421,2016-11-16,Heavyweight,Alistair Overeem,3
22422,2016-11-16,Heavyweight,Junior Dos Santos,4
22423,2016-11-16,Heavyweight,Ben Rothwell,5
22424,2016-11-16,Heavyweight,Josh Barnett,6
22425,2016-11-16,Heavyweight,Mark Hunt,7
22426,2016-11-16,Heavyweight,Andrei Arlovski,8
22427,2016-11-16,Heavyweight,Travis Browne,9
22428,2016-11-16,Heavyweight,Derrick Lewis,10
22429,2016-11-16,Heavyweight,Stefan Struve,11
22430,2016-11-16,Heavyweight,Francis Ngannou,12
22431,2016-11-16,Heavyweight,Daniel Omielanczuk,13
22432,2016-11-16,Heavyweight,Tim Johnson,14
22433,2016-11-16,Heavyweight,Shamil Abdurakhimov,15
22593,2016-11-21,Heavyweight,Stipe Miocic,0
22594,2016-11-21,Heavyweight,Fabricio Werdum,1
22595,2016-11-21,Heavyweight,Cain Velasquez,2
22596,2016-11-21,Heavyweight,Alistair Overeem,3
22597,2016-11-21,Heavyweight,Junior Dos Santos,4
22598,2016-11-21,Heavyweight,Ben Rothwell,5
22599,2016-11-21,Heavyweight,Josh Barnett,6
22600,2016-11-21,Heavyweight,Mark Hunt,7
22601,2016-11-21,Heavyweight,Andrei Arlovski,8
22602,2016-11-21,Heavyweight,Travis Browne,9
22603,2016-11-21,Heavyweight,Derrick Lewis,10
22604,2016-11-21,Heavyweight,Stefan Struve,11
22605,2016-11-21,Heavyweight,Francis Ngannou,12
22606,2016-11-21,Heavyweight,Alexander Volkov,13
22607,2016-11-21,Heavyweight,Daniel Omielanczuk,14
22608,2016-11-21,Heavyweight,Shamil Abdurakhimov,15
22768,2016-11-30,Heavyweight,Stipe Miocic,0
22769,2016-11-30,Heavyweight,Fabricio Werdum,1
22770,2016-11-30,Heavyweight,Cain Velasquez,2
22771,2016-11-30,Heavyweight,Alistair Overeem,3
22772,2016-11-30,Heavyweight,Junior Dos Santos,4
22773,2016-11-30,Heavyweight,Ben Rothwell,5
22774,2016-11-30,Heavyweight,Josh Barnett,6
22775,2016-11-30,Heavyweight,Mark Hunt,7
22776,2016-11-30,Heavyweight,Andrei Arlovski,8
22777,2016-11-30,Heavyweight,Travis Browne,9
22778,2016-11-30,Heavyweight,Derrick Lewis,10
22779,2016-11-30,Heavyweight,Stefan Struve,11
22780,2016-11-30,Heavyweight,Francis Ngannou,12
22781,2016-11-30,Heavyweight,Alexander Volkov,13
22782,2016-11-30,Heavyweight,Daniel Omielanczuk,14
22783,2016-11-30,Heavyweight,Shamil Abdurakhimov,15
22943,2016-12-05,Heavyweight,Stipe Miocic,0
22944,2016-12-05,Heavyweight,Fabricio Werdum,1
22945,2016-12-05,Heavyweight,Cain Velasquez,2
22946,2016-12-05,Heavyweight,Alistair Overeem,3
22947,2016-12-05,Heavyweight,Junior Dos Santos,4
22948,2016-12-05,Heavyweight,Ben Rothwell,5
22949,2016-12-05,Heavyweight,Josh Barnett,6
22950,2016-12-05,Heavyweight,Mark Hunt,7
22951,2016-12-05,Heavyweight,Andrei Arlovski,8
22952,2016-12-05,Heavyweight,Travis Browne,9
22953,2016-12-05,Heavyweight,Derrick Lewis,10
22954,2016-12-05,Heavyweight,Stefan Struve,11
22955,2016-12-05,Heavyweight,Francis Ngannou,12
22956,2016-12-05,Heavyweight,Alexander Volkov,13
22957,2016-12-05,Heavyweight,Daniel Omielanczuk,14
22958,2016-12-05,Heavyweight,Shamil Abdurakhimov,15
23118,2016-12-14,Heavyweight,Stipe Miocic,0
23119,2016-12-14,Heavyweight,Fabricio Werdum,1
23120,2016-12-14,Heavyweight,Cain Velasquez,2
23121,2016-12-14,Heavyweight,Alistair Overeem,3
23122,2016-12-14,Heavyweight,Junior Dos Santos,4
23123,2016-12-14,Heavyweight,Ben Rothwell,5
23124,2016-12-14,Heavyweight,Josh Barnett,6
23125,2016-12-14,Heavyweight,Mark Hunt,7
23126,2016-12-14,Heavyweight,Andrei Arlovski,8
23127,2016-12-14,Heavyweight,Derrick Lewis,9
23128,2016-12-14,Heavyweight,Travis Browne,10
23129,2016-12-14,Heavyweight,Francis Ngannou,11
23130,2016-12-14,Heavyweight,Stefan Struve,11
23131,2016-12-14,Heavyweight,Alexander Volkov,13
23132,2016-12-14,Heavyweight,Daniel Omielanczuk,14
23133,2016-12-14,Heavyweight,Tim Johnson,15
23293,2016-12-19,Heavyweight,Stipe Miocic,0
23294,2016-12-19,Heavyweight,Fabricio Werdum,1
23295,2016-12-19,Heavyweight,Cain Velasquez,2
23296,2016-12-19,Heavyweight,Alistair Overeem,3
